#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_RHDS01000004.1    -         result               -          cm        1       37   343492   343529      +    no    1 0.37   0.0   32.8        24 ?   [Curtobacterium] plantarum strain LMG 16222 LMG16222.00004, whole genome shotgun sequence
NZ_JEYY01000005.1    -         result               -          cm        1       37    41395    41359      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1043903 ab1043903.contig.4, whole genome shotgun sequence
NZ_JFFC01000004.1    -         result               -          cm        1       37   104102   104138      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1045092 ab1045092.contig.3_1, whole genome shotgun sequence
NZ_JEYZ01000169.1    -         result               -          cm        1       37      830      866      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1046051 ab1046051.contig.168_1, whole genome shotgun sequence
NZ_JEZA01000005.1    -         result               -          cm        1       37    91752    91788      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1046674 ab1046674.contig.4_1, whole genome shotgun sequence
NZ_JEZB01000004.1    -         result               -          cm        1       37   146648   146684      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1051176 ab1051176.contig.3, whole genome shotgun sequence
NZ_JEZC01000008.1    -         result               -          cm        1       37    65301    65265      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1051830 ab1051830.contig.7_1, whole genome shotgun sequence
NZ_JMHL01000031.1    -         result               -          cm        1       37    43509    43473      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1064293_46 ab106429346.contig.30_1, whole genome shotgun sequence
NZ_JFDT01000019.1    -         result               -          cm        1       37    23293    23329      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1095464 ab1095464.contig.18_1, whole genome shotgun sequence
NZ_JFWS01000022.1    -         result               -          cm        1       37    41430    41394      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 11126 ab11126.contig.21_1, whole genome shotgun sequence
NZ_JFWW01000006.1    -         result               -          cm        1       37    65110    65074      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1117819 ab1117819.contig.5_1, whole genome shotgun sequence
NZ_JMNS01000007.1    -         result               -          cm        1       37   123551   123587      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1146103 ab1146103.contig.6_1, whole genome shotgun sequence
NZ_JEWA01000010.1    -         result               -          cm        1       37    68992    69028      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1159076 ab1159076.contig.9_1, whole genome shotgun sequence
NZ_JFDU01000006.1    -         result               -          cm        1       37    91690    91726      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1178044 ab1178044.contig.5_1, whole genome shotgun sequence
NZ_JFEC01000015.1    -         result               -          cm        1       37    75105    75069      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1207552 ab1207552.contig.14_1, whole genome shotgun sequence
NZ_JFWY01000007.1    -         result               -          cm        1       37    67402    67366      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1232509 ab1232509.contig.6_1, whole genome shotgun sequence
NZ_JFWU01000003.1    -         result               -          cm        1       37    65288    65252      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1237202 ab1237202.contig.2_1, whole genome shotgun sequence
NZ_JEZF01000016.1    -         result               -          cm        1       37    80314    80278      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1247182 ab1247182.contig.15, whole genome shotgun sequence
NZ_JFWV01000006.1    -         result               -          cm        1       37    90925    90961      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1262761-97 ab126276197.contig.5_1, whole genome shotgun sequence
NZ_JFED01000006.1    -         result               -          cm        1       37    65243    65207      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1264936 ab1264936.contig.5_1, whole genome shotgun sequence
NZ_JFXA01000016.1    -         result               -          cm        1       37    67290    67254      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1266220 ab1266220.contig.15_1, whole genome shotgun sequence
NZ_JFDZ01000007.1    -         result               -          cm        1       37    67485    67449      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1271651 ab1271651.contig.6_1, whole genome shotgun sequence
NZ_JMOK01000019.1    -         result               -          cm        1       37    17992    18028      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1276470-132 ab1276470132.contig.18_1, whole genome shotgun sequence
NZ_JEXL01000008.1    -         result               -          cm        1       37    14896    14860      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1277411 ab1277411.contig.7, whole genome shotgun sequence
NZ_JMOB01000024.1    -         result               -          cm        1       37    12938    12902      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1284800 ab1284800.contig.23_1, whole genome shotgun sequence
NZ_JFFG01000003.1    -         result               -          cm        1       37    65203    65167      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1287985 ab1287985.contig.2_1, whole genome shotgun sequence
NZ_JEZG01000016.1    -         result               -          cm        1       37    16407    16443      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1289546 ab1289546.contig.15, whole genome shotgun sequence
NZ_JEXK01000003.1    -         result               -          cm        1       37   123484   123520      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1291820 ab1291820.contig.2, whole genome shotgun sequence
NZ_JEWF01000005.1    -         result               -          cm        1       37    14166    14130      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1294217 ab1294217.contig.4_1, whole genome shotgun sequence
NZ_JFXF01000024.1    -         result               -          cm        1       37    41423    41387      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1294222 ab1294222.contig.23_1, whole genome shotgun sequence
NZ_JFFU01000013.1    -         result               -          cm        1       37    65205    65169      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1296252 ab1296252.contig.12_1, whole genome shotgun sequence
NZ_JEZH01000006.1    -         result               -          cm        1       37    41176    41140      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 136706 ab136706.contig.5, whole genome shotgun sequence
NZ_JFXJ01000008.1    -         result               -          cm        1       37    67463    67427      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1392509 ab1392509.contig.7_1, whole genome shotgun sequence
NZ_JEWJ01000136.1    -         result               -          cm        1       37     1875     1911      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1397084 ab1397084.contig.135_1, whole genome shotgun sequence
NZ_JFXI01000007.1    -         result               -          cm        1       37    67463    67427      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1397513 ab1397513.contig.6_1, whole genome shotgun sequence
NZ_JFXK01000006.1    -         result               -          cm        1       37    65255    65219      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1406182 ab1406182.contig.5_1, whole genome shotgun sequence
NZ_JEWK01000010.1    -         result               -          cm        1       37    14817    14853      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1406750 ab1406750.contig.9_1, whole genome shotgun sequence
NZ_JEYP01000009.1    -         result               -          cm        1       37    85317    85353      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1417041 ab1417041.contig.8, whole genome shotgun sequence
NZ_JEYP01000009.1    -         result               -          cm        1       37    99125    99161      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1417041 ab1417041.contig.8, whole genome shotgun sequence
NZ_JFCU01000060.1    -         result               -          cm        1       37    14493    14457      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1426993 ab1426993.contig.59_1, whole genome shotgun sequence
NZ_JFXM02000038.1    -         result               -          cm        1       37    15142    15178      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1428368 Ab1428368.contig.37_1, whole genome shotgun sequence
NZ_JFXU01000017.1    -         result               -          cm        1       37    18154    18190      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 145660 ab145660.contig.16_1, whole genome shotgun sequence
NZ_JEWR01000006.1    -         result               -          cm        1       37    41219    41183      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1462234 ab1462234.contig.5_1, whole genome shotgun sequence
NZ_JEWT01000054.1    -         result               -          cm        1       37    13660    13624      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1465485 ab1465485.contig.53_1, whole genome shotgun sequence
NZ_JFEH01000002.1    -         result               -          cm        1       37    67207    67171      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1471012 ab1471012.contig.1_1, whole genome shotgun sequence
NZ_JFEJ01000002.1    -         result               -          cm        1       37    75449    75413      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1475764 ab1475764.contig.1_1, whole genome shotgun sequence
NZ_JFEK01000002.1    -         result               -          cm        1       37   145814   145850      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1482820 ab1482820.contig.1_1, whole genome shotgun sequence
NZ_JFCT01000021.1    -         result               -          cm        1       37    17360    17396      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1488685 ab1488685.contig.20_1, whole genome shotgun sequence
NZ_JFXT01000043.1    -         result               -          cm        1       37    12493    12457      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1494580 ab1494580.contig.42_1, whole genome shotgun sequence
NZ_JMOL01000001.1    -         result               -          cm        1       37    43204    43168      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1505311 ab1505311.contig.0_1, whole genome shotgun sequence
NZ_JEXV01000026.1    -         result               -          cm        1       37     4215     4251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1526966 ab1526966.contig.25, whole genome shotgun sequence
NZ_JMNH01000010.1    -         result               -          cm        1       37    77490    77526      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1539026 ab1539026.contig.9_1, whole genome shotgun sequence
NZ_JFCS01000013.1    -         result               -          cm        1       37    76788    76752      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1552389 ab1552389.contig.12_1, whole genome shotgun sequence
NZ_JFCD01000091.1    -         result               -          cm        1       37      589      553      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1552818 ab1552818.contig.90, whole genome shotgun sequence
NZ_JEXY01000016.1    -         result               -          cm        1       37    18136    18172      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1552865 ab1552865.contig.15_1, whole genome shotgun sequence
NZ_JEYM01000009.1    -         result               -          cm        1       37   108728   108764      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1575710 ab1575710.contig.8, whole genome shotgun sequence
NZ_JEYL01000046.1    -         result               -          cm        1       37    28266    28302      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii 1593273 ab1593273.contig.45, whole genome shotgun sequence
