#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_NRNN01000027.1    -         result               -          cm        1       36       17       52      +    no    1 0.39   0.0   55.7     1e-06 !   Cronobacter dublinensis strain cro3540W contig27, whole genome shotgun sequence
NZ_PNZN01000097.1    -         result               -          cm        1       36     2726     2691      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 400834 400834_97, whole genome shotgun sequence
NZ_PNZN01000097.1    -         result               -          cm        1       36     2798     2763      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 400834 400834_97, whole genome shotgun sequence
NZ_PNZN01000097.1    -         result               -          cm        1       36     2834     2799      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 400834 400834_97, whole genome shotgun sequence
NZ_PNZJ01000111.1    -         result               -          cm        1       36       34       69      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 401715 401715_111, whole genome shotgun sequence
NZ_PNZJ01000111.1    -         result               -          cm        1       36       70      105      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 401715 401715_111, whole genome shotgun sequence
NZ_PNZJ01000111.1    -         result               -          cm        1       36      142      177      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 401715 401715_111, whole genome shotgun sequence
NZ_PNZK01000069.1    -         result               -          cm        1       36     4221     4256      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 401924 401924_69, whole genome shotgun sequence
NZ_PNZK01000069.1    -         result               -          cm        1       36     4257     4292      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 401924 401924_69, whole genome shotgun sequence
NZ_PNZK01000069.1    -         result               -          cm        1       36     4329     4364      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 401924 401924_69, whole genome shotgun sequence
NZ_PNUC01000096.1    -         result               -          cm        1       36        3       38      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 402007 402007_96, whole genome shotgun sequence
NZ_PNUC01000096.1    -         result               -          cm        1       36       39       74      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 402007 402007_96, whole genome shotgun sequence
NZ_PNUC01000096.1    -         result               -          cm        1       36      111      146      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 402007 402007_96, whole genome shotgun sequence
NZ_PNUC01000096.1    -         result               -          cm        1       36      147      182      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 402007 402007_96, whole genome shotgun sequence
NZ_PNUC01000096.1    -         result               -          cm        1       36      183      218      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 402007 402007_96, whole genome shotgun sequence
NZ_PNUC01000096.1    -         result               -          cm        1       36      255      290      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 402007 402007_96, whole genome shotgun sequence
NZ_PNTZ01000102.1    -         result               -          cm        1       36      678      713      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 402747 402747_102, whole genome shotgun sequence
NZ_CYEX01000068.1    -         result               -          cm        1       36     2782     2747      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 402842, whole genome shotgun sequence
NZ_POAN01000077.1    -         result               -          cm        1       36     4917     4952      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403030 403030_77, whole genome shotgun sequence
NZ_POAN01000077.1    -         result               -          cm        1       36     4953     4988      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403030 403030_77, whole genome shotgun sequence
NZ_POAN01000077.1    -         result               -          cm        1       36     5025     5060      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403030 403030_77, whole genome shotgun sequence
NZ_PNZI01000052.1    -         result               -          cm        1       36       34       69      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403047 403047_52, whole genome shotgun sequence
NZ_PNZI01000052.1    -         result               -          cm        1       36      106      141      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403047 403047_52, whole genome shotgun sequence
NZ_CYDA01000070.1    -         result               -          cm        1       36     3715     3680      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403066, whole genome shotgun sequence
NZ_CYDA01000070.1    -         result               -          cm        1       36     3787     3752      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403066, whole genome shotgun sequence
NZ_CYDA01000070.1    -         result               -          cm        1       36     3823     3788      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403066, whole genome shotgun sequence
NZ_CYDA01000070.1    -         result               -          cm        1       36     3859     3824      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403066, whole genome shotgun sequence
NZ_PNZH01000102.1    -         result               -          cm        1       36      651      686      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403395 403395_102, whole genome shotgun sequence
NZ_PNZH01000102.1    -         result               -          cm        1       36      687      722      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403395 403395_102, whole genome shotgun sequence
NZ_PNZH01000102.1    -         result               -          cm        1       36      759      794      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403395 403395_102, whole genome shotgun sequence
NZ_CYFD01000121.1    -         result               -          cm        1       36     3685     3650      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403523, whole genome shotgun sequence
NZ_CYFD01000121.1    -         result               -          cm        1       36     3757     3722      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403523, whole genome shotgun sequence
NZ_CYFD01000121.1    -         result               -          cm        1       36     3793     3758      -    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403523, whole genome shotgun sequence
NZ_PNTV01000072.1    -         result               -          cm        1       36       34       69      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403625 403625_72, whole genome shotgun sequence
NZ_PNTV01000072.1    -         result               -          cm        1       36       70      105      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403625 403625_72, whole genome shotgun sequence
NZ_PNTV01000072.1    -         result               -          cm        1       36      106      141      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403625 403625_72, whole genome shotgun sequence
NZ_PNTV01000072.1    -         result               -          cm        1       36      142      177      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403625 403625_72, whole genome shotgun sequence
NZ_PNTV01000072.1    -         result               -          cm        1       36      178      213      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403625 403625_72, whole genome shotgun sequence
NZ_PNTV01000072.1    -         result               -          cm        1       36      250      285      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 403625 403625_72, whole genome shotgun sequence
NZ_PNZG01000140.1    -         result               -          cm        1       36       34       69      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 410343 410343_140, whole genome shotgun sequence
NZ_PNZG01000140.1    -         result               -          cm        1       36      106      141      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 410343 410343_140, whole genome shotgun sequence
NZ_PNZF01000088.1    -         result               -          cm        1       36      652      687      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 410519 410519_88, whole genome shotgun sequence
NZ_PNZF01000088.1    -         result               -          cm        1       36      688      723      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 410519 410519_88, whole genome shotgun sequence
NZ_PNZF01000088.1    -         result               -          cm        1       36      760      795      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 410519 410519_88, whole genome shotgun sequence
NZ_PNZE01000066.1    -         result               -          cm        1       36       16       51      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 503606 503606_66, whole genome shotgun sequence
NZ_PNZE01000066.1    -         result               -          cm        1       36       52       87      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 503606 503606_66, whole genome shotgun sequence
NZ_PNZE01000066.1    -         result               -          cm        1       36       88      123      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 503606 503606_66, whole genome shotgun sequence
NZ_PNZE01000066.1    -         result               -          cm        1       36      124      159      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 503606 503606_66, whole genome shotgun sequence
NZ_PNZE01000066.1    -         result               -          cm        1       36      160      195      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 503606 503606_66, whole genome shotgun sequence
NZ_PNZE01000066.1    -         result               -          cm        1       36      232      267      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 503606 503606_66, whole genome shotgun sequence
NZ_POSR01000068.1    -         result               -          cm        1       36     4167     4202      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 510242 510242_68, whole genome shotgun sequence
NZ_POSR01000068.1    -         result               -          cm        1       36     4203     4238      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 510242 510242_68, whole genome shotgun sequence
NZ_POSR01000068.1    -         result               -          cm        1       36     4275     4310      +    no    1 0.36   0.0   52.0   1.2e-05 !   Escherichia coli strain 510242 510242_68, whole genome shotgun sequence
